neighbourhood,room_type,price,minimum_nights,availability_365,accommodates,District,rental_type,license_disclosed
Palmerston Little Italy,Entire home/apt,450,28,343,8,Toronto,Short-term rental,Exempt
Palmerston Little Italy,Entire home/apt,350,28,336,4,Toronto,Short-term rental,Exempt
Palmerston Little Italy,Entire home/apt,475,28,237,6,Toronto,Short-term rental,Exempt
Palmerston Little Italy,Entire home/apt,125,28,324,4,Toronto,Short-term rental,Exempt
Palmerston Little Italy,Entire home/apt,375,28,271,6,Toronto,Short-term rental,Exempt
Palmerston Little Italy,Entire home/apt,95,28,230,4,Toronto,Short-term rental,Exempt
Waterfront Communities The Island,Entire home/apt,120,28,18,2,Toronto,Short-term rental,No
Waterfront Communities The Island,Entire home/apt,150,28,54,5,Toronto,Short-term rental,No
Guildwood,Entire home/apt,250,28,0,6,Scarborough,Short-term rental,No
Yonge St Clair,Entire home/apt,515,28,0,8,Toronto,Short-term rental,No
Willowdale West,Entire home/apt,259,28,358,4,North York,Short-term rental,Yes
Rosedale Moore Park,Entire home/apt,160,14,0,5,Toronto,Short-term rental,Yes
South Riverdale,Entire home/apt,150,90,0,4,Toronto,Long-term rental,No
North Riverdale,Entire home/apt,100,28,0,4,Toronto,Short-term rental,No
Dufferin Grove,Entire home/apt,85,365,0,2,Toronto,Long-term rental,No
Dovercourt Wallace Emerson Junction,Private room,150,28,30,2,Toronto,Short-term rental,No
Playter Estates Danforth,Entire home/apt,55,28,0,3,Toronto,Short-term rental,No
New Toronto,Private room,32,28,0,1,Etobicoke,Short-term rental,No
South Riverdale,Entire home/apt,350,7,247,6,Toronto,Short-term rental,Yes
University,Private room,75,1,8,2,Toronto,Short-term rental,Yes
Cabbagetown South St James Town,Private room,79,28,0,1,Toronto,Short-term rental,No
Islington City Centre West,Entire home/apt,137,28,169,3,Etobicoke,Short-term rental,No
South Riverdale,Entire home/apt,907,28,273,2,Toronto,Short-term rental,Yes
Dufferin Grove,Private room,75,2,114,2,Toronto,Short-term rental,Yes
Agincourt North,Shared room,40,28,0,2,Scarborough,Short-term rental,No
Dufferin Grove,Private room,65,28,0,1,Toronto,Short-term rental,No
Church Yonge Corridor,Entire home/apt,85,28,144,2,Toronto,Short-term rental,No
High Park Swansea,Entire home/apt,250,28,0,8,Toronto,Short-term rental,No
Cabbagetown South St James Town,Private room,76,28,177,2,Toronto,Short-term rental,No
The Beaches,Entire home/apt,100,28,155,3,Toronto,Short-term rental,Yes
Waterfront Communities The Island,Entire home/apt,260,28,0,4,Toronto,Short-term rental,No
Dovercourt Wallace Emerson Junction,Entire home/apt,65,28,251,2,Toronto,Short-term rental,No
Trinity Bellwoods,Entire home/apt,99,28,0,2,Toronto,Short-term rental,No
L Amoreaux,Private room,90,28,0,1,Scarborough,Short-term rental,No
Willowdale West,Entire home/apt,102,60,221,3,North York,Long-term rental,No
Waterfront Communities The Island,Entire home/apt,250,92,245,2,Toronto,Long-term rental,No
Roncesvalles,Entire home/apt,120,28,0,2,Toronto,Short-term rental,No
Niagara,Entire home/apt,180,3,11,2,Toronto,Short-term rental,Yes
Annex,Entire home/apt,143,28,89,4,Toronto,Short-term rental,No
Kensington Chinatown,Private room,131,4,5,1,Toronto,Short-term rental,Yes
Kensington Chinatown,Entire home/apt,75,28,26,2,Toronto,Short-term rental,No
Mount Pleasant West,Entire home/apt,90,180,364,2,Toronto,Long-term rental,No
Newtonbrook East,Entire home/apt,110,28,236,2,North York,Short-term rental,Yes
Casa Loma,Entire home/apt,247,28,51,4,Toronto,Short-term rental,No
Islington City Centre West,Private room,40,28,0,1,Etobicoke,Short-term rental,No
Bay Street Corridor,Entire home/apt,250,28,365,2,Toronto,Short-term rental,No
Playter Estates Danforth,Entire home/apt,246,3,58,6,Toronto,Short-term rental,Yes
Waterfront Communities The Island,Entire home/apt,125,28,0,2,Toronto,Short-term rental,No
Bay Street Corridor,Entire home/apt,246,7,211,5,Toronto,Short-term rental,Yes
Trinity Bellwoods,Entire home/apt,120,28,365,2,Toronto,Short-term rental,Yes
Mount Pleasant West,Entire home/apt,120,28,0,3,Toronto,Short-term rental,No
Bayview Village,Private room,49,3,229,2,North York,Short-term rental,Yes
Waterfront Communities The Island,Entire home/apt,95,28,0,2,Toronto,Short-term rental,No
Niagara,Private room,399,28,88,2,Toronto,Short-term rental,No
Bayview Woods Steeles,Private room,59,30,328,1,North York,Long-term rental,No
Bayview Village,Private room,45,7,212,1,North York,Short-term rental,Yes
Bayview Village,Private room,59,3,185,2,North York,Short-term rental,Yes
Waterfront Communities The Island,Entire home/apt,325,28,0,6,Toronto,Short-term rental,No
Niagara,Entire home/apt,598,28,337,4,Toronto,Short-term rental,No
Mount Dennis,Private room,152,30,313,2,York,Long-term rental,No
Waterfront Communities The Island,Entire home/apt,180,90,328,5,Toronto,Long-term rental,No
Lambton Baby Point,Private room,95,28,0,2,York,Short-term rental,No
Junction Area,Private room,80,28,0,1,Toronto,Short-term rental,No
Palmerston Little Italy,Entire home/apt,250,28,0,6,Toronto,Short-term rental,Yes
Palmerston Little Italy,Entire home/apt,140,28,238,5,Toronto,Short-term rental,No
Moss Park,Entire home/apt,159,28,0,3,Toronto,Short-term rental,No
Bayview Village,Private room,59,28,68,2,North York,Short-term rental,Yes
Oakwood Village,Private room,85,28,0,1,York,Short-term rental,No
Trinity Bellwoods,Private room,60,28,0,2,Toronto,Short-term rental,No
Waterfront Communities The Island,Entire home/apt,140,28,0,5,Toronto,Short-term rental,No
North St James Town,Entire home/apt,150,28,0,2,Toronto,Short-term rental,No
Church Yonge Corridor,Private room,105,28,280,2,Toronto,Short-term rental,No
High Park North,Entire home/apt,185,28,222,3,Toronto,Short-term rental,No
Waterfront Communities The Island,Entire home/apt,897,30,365,4,Toronto,Long-term rental,No
Mount Pleasant East,Entire home/apt,150,7,257,2,Toronto,Short-term rental,Yes
North St James Town,Private room,45,28,0,2,Toronto,Short-term rental,No
High Park North,Entire home/apt,549,5,212,7,Toronto,Short-term rental,Yes
Rosedale Moore Park,Private room,138,28,0,1,Toronto,Short-term rental,No
Mount Pleasant East,Private room,90,28,343,1,Toronto,Short-term rental,Yes
Church Yonge Corridor,Entire home/apt,79,28,357,3,Toronto,Short-term rental,No
Roncesvalles,Private room,75,28,0,1,Toronto,Short-term rental,No
Palmerston Little Italy,Private room,129,1,18,2,Toronto,Short-term rental,Yes
Lawrence Park North,Private room,82,28,365,2,Toronto,Short-term rental,No
Danforth,Entire home/apt,395,7,3,8,Toronto,Short-term rental,Yes
Cabbagetown South St James Town,Entire home/apt,149,28,356,2,Toronto,Short-term rental,Yes
Waterfront Communities The Island,Entire home/apt,280,28,365,4,Toronto,Short-term rental,No
Weston Pellam Park,Entire home/apt,115,28,88,2,York,Short-term rental,Yes
Woodbine Lumsden,Entire home/apt,81,28,0,4,Toronto,Short-term rental,No
Cliffcrest,Private room,66,3,325,2,Scarborough,Short-term rental,Yes
Bayview Woods Steeles,Private room,100,28,314,1,North York,Short-term rental,No
Mount Pleasant West,Entire home/apt,75,28,0,3,Toronto,Short-term rental,No
North St James Town,Entire home/apt,79,28,112,3,Toronto,Short-term rental,Yes
Runnymede Bloor West Village,Private room,125,3,68,3,Toronto,Short-term rental,Yes
Waterfront Communities The Island,Private room,799,28,365,2,Toronto,Short-term rental,No
Danforth,Private room,300,28,363,3,Toronto,Short-term rental,No
Annex,Entire home/apt,100,28,0,1,Toronto,Short-term rental,No
Casa Loma,Private room,64,28,68,2,Toronto,Short-term rental,No
Dovercourt Wallace Emerson Junction,Entire home/apt,125,28,39,4,Toronto,Short-term rental,No
Little Portugal,Private room,123,28,365,2,Toronto,Short-term rental,Yes
Cabbagetown South St James Town,Entire home/apt,120,30,279,4,Toronto,Long-term rental,No
High Park North,Entire home/apt,78,28,0,2,Toronto,Short-term rental,No
Waterfront Communities The Island,Entire home/apt,413,28,32,5,Toronto,Short-term rental,No
Dovercourt Wallace Emerson Junction,Entire home/apt,132,14,173,3,Toronto,Short-term rental,Yes
Waterfront Communities The Island,Entire home/apt,100,28,0,2,Toronto,Short-term rental,No
High Park Swansea,Entire home/apt,201,28,200,6,Toronto,Short-term rental,Yes
Roncesvalles,Entire home/apt,300,28,324,5,Toronto,Short-term rental,No
Moss Park,Entire home/apt,240,28,0,2,Toronto,Short-term rental,No
South Riverdale,Entire home/apt,150,28,88,4,Toronto,Short-term rental,Yes
Willowdale East,Shared room,276,28,0,2,North York,Short-term rental,No
Roncesvalles,Entire home/apt,190,40,0,5,Toronto,Long-term rental,No
Palmerston Little Italy,Private room,59,28,281,3,Toronto,Short-term rental,No
Tam O Shanter Sullivan,Entire home/apt,108,28,0,2,Scarborough,Short-term rental,No
Bay Street Corridor,Entire home/apt,120,28,0,6,Toronto,Short-term rental,No
Roncesvalles,Entire home/apt,115,28,160,6,Toronto,Short-term rental,No
East End Danforth,Entire home/apt,138,28,0,4,Toronto,Short-term rental,No
Niagara,Private room,80,30,252,1,Toronto,Long-term rental,No
South Parkdale,Entire home/apt,109,28,282,2,Toronto,Short-term rental,No
Broadview North,Entire home/apt,279,28,0,3,Toronto,Short-term rental,Yes
Etobicoke West Mall,Private room,60,28,0,2,Toronto,Short-term rental,No
Waterfront Communities The Island,Entire home/apt,180,28,0,2,Toronto,Short-term rental,No
Bridle Path Sunnybrook York Mills,Private room,76,28,119,2,North York,Short-term rental,Yes
South Riverdale,Entire home/apt,137,2,143,3,Toronto,Short-term rental,Yes
Niagara,Entire home/apt,99,28,0,2,Toronto,Short-term rental,No
Lawrence Park North,Private room,76,28,365,1,Toronto,Short-term rental,No
Little Portugal,Entire home/apt,84,29,365,2,Toronto,Long-term rental,No
Wychwood,Private room,80,28,0,1,Toronto,Short-term rental,No
Dovercourt Wallace Emerson Junction,Entire home/apt,175,28,0,2,Toronto,Short-term rental,No
Caledonia Fairbank,Private room,200,28,0,1,York,Short-term rental,No
Waterfront Communities The Island,Entire home/apt,120,28,0,2,Toronto,Short-term rental,No
University,Private room,127,28,0,4,Toronto,Short-term rental,Yes
South Riverdale,Entire home/apt,225,28,0,4,Toronto,Short-term rental,No
Yonge St Clair,Entire home/apt,150,28,0,2,Toronto,Short-term rental,No
Morningside,Entire home/apt,68,28,263,2,Scarborough,Short-term rental,No
Cabbagetown South St James Town,Entire home/apt,130,29,275,2,Toronto,Long-term rental,No
The Beaches,Entire home/apt,89,28,0,4,Toronto,Short-term rental,No
University,Private room,200,2,87,2,Toronto,Short-term rental,Yes
Niagara,Private room,239,2,90,1,Toronto,Short-term rental,Yes
Stonegate Queensway,Entire home/apt,80,28,361,2,Toronto,Short-term rental,No
Rosedale Moore Park,Entire home/apt,188,28,0,2,Toronto,Short-term rental,No
Niagara,Entire home/apt,150,240,364,4,Toronto,Long-term rental,No
Cabbagetown South St James Town,Entire home/apt,125,29,233,2,Toronto,Long-term rental,No
Niagara,Entire home/apt,250,28,365,4,Toronto,Short-term rental,No
Rosedale Moore Park,Private room,110,30,88,2,Toronto,Long-term rental,No
Annex,Entire home/apt,100,28,0,2,Toronto,Short-term rental,No
Waterfront Communities The Island,Entire home/apt,227,28,365,4,Toronto,Short-term rental,No
Kensington Chinatown,Private room,88,3,70,2,Toronto,Short-term rental,Yes
Church Yonge Corridor,Private room,85,28,94,2,Toronto,Short-term rental,No
Palmerston Little Italy,Entire home/apt,110,28,188,3,Toronto,Short-term rental,No
South Riverdale,Entire home/apt,185,28,0,2,Toronto,Short-term rental,No
Bedford Park Nortown,Entire home/apt,225,28,272,4,Toronto,Short-term rental,No
Kensington Chinatown,Private room,75,28,0,1,Toronto,Short-term rental,No
Niagara,Entire home/apt,148,35,83,2,Toronto,Long-term rental,No
Waterfront Communities The Island,Entire home/apt,150,28,0,2,Toronto,Short-term rental,No
Church Yonge Corridor,Entire home/apt,150,28,0,7,Toronto,Short-term rental,No
Dovercourt Wallace Emerson Junction,Entire home/apt,89,28,0,4,Toronto,Short-term rental,No
Regent Park,Private room,50,28,0,1,Toronto,Short-term rental,No
Casa Loma,Private room,173,28,179,2,Toronto,Short-term rental,No
Little Portugal,Entire home/apt,58,28,0,2,Toronto,Short-term rental,Yes
Pleasant View,Entire home/apt,62,31,365,2,North York,Long-term rental,No
Waterfront Communities The Island,Entire home/apt,124,28,0,3,Toronto,Short-term rental,No
South Riverdale,Private room,111,28,288,3,Toronto,Short-term rental,Yes
The Beaches,Entire home/apt,182,28,365,3,Toronto,Short-term rental,No
Dufferin Grove,Entire home/apt,178,28,218,2,Toronto,Short-term rental,No
South Riverdale,Entire home/apt,365,60,205,6,Toronto,Long-term rental,No
Roncesvalles,Entire home/apt,414,28,0,8,Toronto,Short-term rental,No
Casa Loma,Entire home/apt,198,2,225,4,Toronto,Short-term rental,Yes
Yonge Eglinton,Private room,110,28,0,2,Toronto,Short-term rental,No
South Riverdale,Private room,140,2,74,2,Toronto,Short-term rental,Yes
Little Portugal,Entire home/apt,110,28,189,4,Toronto,Short-term rental,No
South Riverdale,Entire home/apt,199,28,179,6,Toronto,Short-term rental,No
Waterfront Communities The Island,Entire home/apt,150,365,365,2,Toronto,Long-term rental,No
Waterfront Communities The Island,Entire home/apt,100,180,0,2,Toronto,Long-term rental,No
Waterfront Communities The Island,Entire home/apt,852,30,365,5,Toronto,Long-term rental,No
Dovercourt Wallace Emerson Junction,Private room,80,28,95,2,Toronto,Short-term rental,Yes
South Riverdale,Entire home/apt,280,28,0,4,Toronto,Short-term rental,No
Waterfront Communities The Island,Entire home/apt,169,175,313,2,Toronto,Long-term rental,No
Waterfront Communities The Island,Entire home/apt,120,28,0,2,Toronto,Short-term rental,No
Wexford Maryvale,Private room,900,90,0,1,Scarborough,Long-term rental,No
Waterfront Communities The Island,Entire home/apt,888,29,365,4,Toronto,Long-term rental,No
Old East York,Entire home/apt,115,28,0,3,East York,Short-term rental,No
Birchcliffe Cliffside,Entire home/apt,76,28,82,2,Scarborough,Short-term rental,No
Annex,Entire home/apt,199,28,0,2,Toronto,Short-term rental,No
The Beaches,Entire home/apt,120,28,57,4,Toronto,Short-term rental,No
Trinity Bellwoods,Private room,175,3,301,2,Toronto,Short-term rental,Yes
Lansing Westgate,Private room,66,2,322,1,North York,Short-term rental,Yes
Stonegate Queensway,Entire home/apt,175,28,365,4,Toronto,Short-term rental,No
Bayview Woods Steeles,Private room,109,30,365,1,North York,Long-term rental,No
Waterfront Communities The Island,Entire home/apt,90,21,0,2,Toronto,Short-term rental,Yes
South Parkdale,Entire home/apt,108,28,49,1,Toronto,Short-term rental,No
University,Private room,60,28,0,2,Toronto,Short-term rental,No
Waterfront Communities The Island,Entire home/apt,90,28,0,3,Toronto,Short-term rental,No
North St James Town,Entire home/apt,895,29,364,3,Toronto,Long-term rental,No
Cabbagetown South St James Town,Entire home/apt,195,28,0,4,Toronto,Short-term rental,No
Mimico (Includes Humber Bay Shores),Entire home/apt,119,28,0,2,Etobicoke,Short-term rental,No
High Park North,Private room,70,28,0,2,Toronto,Short-term rental,No
Rosedale Moore Park,Entire home/apt,282,28,365,2,Toronto,Short-term rental,No
Caledonia Fairbank,Private room,30,30,102,1,York,Long-term rental,No
Caledonia Fairbank,Private room,29,30,295,1,York,Long-term rental,No
South Riverdale,Entire home/apt,325,7,315,6,Toronto,Short-term rental,Yes
Waterfront Communities The Island,Entire home/apt,195,28,201,2,Toronto,Short-term rental,No
Annex,Entire home/apt,70,28,0,2,Toronto,Short-term rental,No
Leaside Bennington,Entire home/apt,830,28,365,8,East York,Short-term rental,Yes
North Riverdale,Entire home/apt,600,28,0,6,Toronto,Short-term rental,No
Mount Pleasant West,Private room,97,28,0,2,Toronto,Short-term rental,No
Waterfront Communities The Island,Entire home/apt,159,60,0,1,Toronto,Long-term rental,No
Rosedale Moore Park,Entire home/apt,86,28,1,2,Toronto,Short-term rental,No
High Park Swansea,Entire home/apt,125,28,177,6,Toronto,Short-term rental,No
Yonge St Clair,Entire home/apt,275,7,365,3,Toronto,Short-term rental,Yes
Niagara,Entire home/apt,220,28,0,2,Toronto,Short-term rental,No
Waterfront Communities The Island,Entire home/apt,263,28,89,4,Toronto,Short-term rental,No
Cabbagetown South St James Town,Entire home/apt,450,28,0,8,Toronto,Short-term rental,Yes
Kensington Chinatown,Private room,70,28,0,1,Toronto,Short-term rental,No
Waterfront Communities The Island,Entire home/apt,446,3,121,4,Toronto,Short-term rental,Yes
Little Portugal,Entire home/apt,378,3,87,4,Toronto,Short-term rental,Yes
Lawrence Park South,Entire home/apt,150,28,0,3,Toronto,Short-term rental,No
Waterfront Communities The Island,Entire home/apt,275,28,235,5,Toronto,Short-term rental,No
South Riverdale,Entire home/apt,100,28,165,2,Toronto,Short-term rental,No
North Riverdale,Entire home/apt,82,28,0,6,Toronto,Short-term rental,No
Willowdale West,Private room,60,2,49,1,North York,Short-term rental,Yes
Junction Area,Entire home/apt,160,28,68,3,Toronto,Short-term rental,No
Little Portugal,Private room,229,28,365,2,Toronto,Short-term rental,No
Oakwood Village,Private room,159,28,365,12,York,Short-term rental,Yes
Dovercourt Wallace Emerson Junction,Entire home/apt,127,90,45,6,Toronto,Long-term rental,No
Long Branch,Entire home/apt,149,3,284,4,Etobicoke,Short-term rental,Yes
South Riverdale,Entire home/apt,160,28,0,4,Toronto,Short-term rental,No
New Toronto,Entire home/apt,178,28,0,6,Etobicoke,Short-term rental,No
